Word,Frequency
microbiota,15
composition,26
degrees,6
severitydifferences,3
mortalitydifferences,4
hospitalsdifferences,3
staysafety,1
reactionsnumber,3
mortalitydays,14
endpointpoint,1
endpoint,127
categories,52
patientsdetermination,1
diseasethe,3
dependence,7
venous,81
incidencedays,2
admissionanticoagulant,1
centers,8
homeless,1
social,129
distressmorbidity,1
ratecovid,2
march,6
may,19
centersratio,1
obtained,20
estimated,18
ile,1
de,14
regionkinetics,1
diseaseprevention,1
hospitalisations,2
sickleave,1
episodes,23
usability,27
elmo,2
euristic,1
principlesevaluation,1
physiological,13
mortalitymechanical,5
obstetric,5
outcomesneonatal,3
outcomesinfant,1
weightinfant,1
developmental,3
milestonesinfant,1
diagnosisinfant,1
height,4
ohd,8
concentrationchange,26
positiveschange,1
panel,60
infgamma,1
ilbeta,2
tnfalpharespiratory,1
symptomssigns,2
rhinosinusitisnci,1
intakecharlson,1
surveypaffenberger,1
assessmentperceived,1
stresspandemic,1
stressneopersonality,1
inventorygrassrootshealth,1
monthly,8
vaccinesarscov,4
subjectscovid,1
chd,2
populationprevalence,1
subgroupcardiovascular,1
complicationsother,1
complicationsnumber,3
proportions,10
leukocyte,20
thrombocytes,1
pregnantpostnatal,1
womenconcentrations,1
biochemical,46
womenprofiling,1
determined,59
deathtime,20
extubationlength,7
hospitalizationimmune,1
responseviral,1
interventionseverity,1
infectionduration,2
infectionfrecuency,1
anxietydepressionposttraumatic,1
disorder,144
preventive,18
decreases,4
randomized,21
arm,63
placebodetermine,1
diseaseassess,1
weightbased,1
dosing,24
hcq,22
preventioncomparison,1
versus,108
placebocompare,2
entry,9
conclusion,2
those,52
placebocomparison,1
emergence,3
asymptomatically,1
but,15
identified,22
seropositive,43
arms,32
armto,3
examine,5
developing,39
room,79
visit,79
able,14
home,100
caredetermine,2
eventsto,4
respondersexamine,1
resultsidentify,1
immunologic,5
covidrelated,42
misc,3
presentationproportion,1
multisystem,6
presentationallcause,2
mortalitysevere,3
mortalityhospitalization,2
participantscoagulation,1
abnormality,13
biomarkercoagulation,2
fibrinogen,22
prothrombin,33
pt,19
activated,34
ptt,7
biomarkerscoagulation,1
international,44
normalised,2
inr,9
biomarkercoronary,1
abnormalitiespulmonary,2
hypertensioncardiovascular,1
dysregulation,12
btype,4
natriuretic,20
peptide,26
bnp,5
biomarkercardiovascular,2
echocardiogramcardiovascular,1
electrocardiogram,24
ecgpulmonary,1
characteristicsrenalmetabolic,1
bunrenalmetabolic,1
glomerular,11
egfrhepaticmetabolic,1
alkaline,17
phosphatase,13
alk,1
phos,1
alanine,38
aminotransferase,51
altsgptand,1
aspartate,34
astsgothepaticmetabolic,1
bilirubinneurologic,1
abnormalitiesother,1
abnormalities,55
occurring,21
mischealth,1
quality,419
intubations,2
initially,5
hospitalised,18
wardsthe,1
wards,6
dosethe,2
covidchanging,3
sincidence,1
subjectsseverity,2
seroprevelence,1
adults,47
kingman,2
azretention,1
az,2
household,39
uptakecovid,2
diagnoses,4
scalecovid,8
avoidant,1
scaleseasonal,1
improved,25
mutual,1
aidcovid,1
environment,17
longitudinal,12
interferongamma,2
hemodialysis,6
patientslongitudinal,3
soluble,20
tlr,3
stlr,1
cluster,26
differentiation,24
killer,9
nk,7
predisposition,8
forms,17
covidgenetic,3
thymic,5
enlargement,1
observed,53
infectiongenetic,2
enhanced,5
pathologybasal,1
patientsthymic,1
patientsimmune,3
patientsinflammatory,1
antisars,4
expressing,3
hlag,3
ilt,1
cdcdilt,2
patientscomparison,2
survivalassessment,3
isoform,1
hlagcomparison,1
receptors,5
called,2
bsg,2
basigin,1
whose,11
modified,58
interaction,5
method,35
validation,10
yes,11
noquantitative,1
concentrationsimmune,1
sequencing,13
density,24
dosemedian,1
virologically,11
hospitalizations,28
causemortality,1
causeadverse,1
eventshumoral,2
responsedetection,2
ventilationtime,36
mortalityshortterm,1
morbidityangiographic,1
success,24
sociodemographic,21
sexcorrelation,1
agecorrelation,2
professional,24
job,9
typecorrelation,3
nonprofessional,3
individualscorrelation,1
equipmentcorrelation,1
respect,4
barrier,9
gestures,1
solicited,202
reactogenicity,62
aessafety,5
chemistrysafety,1
hematologyfrequency,1
saesfrequency,6
newonset,9
nocmcsfrequency,3
medically,38
attended,44
maaesfrequency,4
unsolicited,108
aesisserum,1
rises,10
gmfrsserum,3
gmtsserum,2
scrsneutralizing,1
gmtsneutralizing,2
gmfrsneutralizing,1
scrsassessment,1
helper,6
tht,2
pathwaysoptimal,1
gmcsfduration,1
againts,1
sarscovin,1
failureventilatory,1
dayspatient,4
including,99
latent,7
residents,23
old,5
peoples,1
nursing,29
homes,7
solingenprevalence,1
single,56
homeanalysis,1
illnesses,2
sle,1
covidvitamin,1
visitassessment,1
ards,56
infectionassessment,3
shortterm,8
allcause,201
mortalityassessment,2
covidassessment,9
demand,2
peep,11
fio,55
driving,7
schedulefrequency,2
seven,6
immunizationincidence,2
exposureincidence,1
immunizationcombined,1
immunizationfrequency,4
immunizationseroconversion,2
ratecellmediated,1
profileseropositivity,1
criteriabresciacovid,1
bcrss,2
egyptian,6
are,171
abnormalitiesliver,1
nonsevere,28
pa,15
stepsday,2
spent,44
moderatetovigorous,5
bouts,3
minutes,30
sedentary,14
behaviour,29
lying,2
sitting,6
bout,1
capacity,102
sixminutes,1
walking,41
oneminute,1
sittostand,11
isometric,5
quadriceps,7
strength,47
handgrip,10
force,4
maximal,18
inspiratory,15
expiratory,43
pressures,4
healthrelated,47
dyspnea,79
fatigue,67
monthsforced,1
fev,17
spirometry,16
homeforced,1
fvc,18
homeratio,1
forced,31
fevfvc,7
homesociodemographics,2
homeanthropometrics,1
homechange,1
anthropometrics,1
weight,55
monthsrelevant,1
rbd,37
adipose,15
patientsthe,9
embolismintensive,1
reactionseventslongterm,1
eventsimmunogenicitychange,1
ifngamma,7
cellsigg,1
eventsrate,9
pandemichealth,1
pneumococcal,3
vaccinations,5
selfreportpercentage,1
achieving,35
decreased,23
nih,29
toolbox,13
surveys,9
mistrust,2
barriers,21
deathventilationdeathsecondary,1
infectionsdigestive,1
hemorrhagechange,1
survivalventilator,3
survivalmonths,1
survivalincidence,4
complicationsdays,1
units,28
icupositivity,1
sarscovclearance,1
loadsequential,1
scoreany,1
variation,25
protocol,57
nursesrate,1
eventscomparison,1
experimental,11
control,176
armsclinical,2
comparing,52
news,111
armsoxygenfree,1
armsincidence,3
new,218
armsduration,4
armsnoninvasive,1
ventilationhigh,11
armsventilatorecmo,1
ecmo,78
armsmortality,2
armscumulative,2
saes,96
armschanges,9
wbc,20
differential,27
platelets,30
glucose,66
alt,37
ast,31
compositecesarean,1
deliverysevere,1
mortalityadverse,3
outcomesadverse,1
infectionmaternal,2
inpatient,20
daysmaternal,1
admissionduration,4
labor,9
deliveryneonatal,1
stayneonatal,1
cardiopulmonary,22
exercise,98
cpetchalder,1
cfqinternational,1
ipaqgeneralized,1
gadpatient,8
phqbergen,1
insomnia,19
bisclient,1
csqwork,1
adjustment,16
wsasthe,1
brief,36
bipqmodified,1
research,55
council,25
mmrcdyspneastair,1
climbing,1
sct,3
sit,18
stand,19
ststspirometry,1
plethysmography,2
voluntary,4
ventilationbioimpedance,1
timemean,1
oxigenation,1
evolutionrate,1
ardsrate,1
deadmean,2
satisfactory,2
oxygenationduration,10
ventilationpcr,1
conversioninflammatory,1
statusxray,1
assessing,21
qt,15
qtc,13
interval,21
arrhythmias,5
covidrugs,1
administered,23
qrtpcrsarscov,1
loadarea,1
under,131
curve,87
loadtime,6
alleviation,15
symptomsnumber,15
visits,70
carbon,50
dioxide,30
pacochange,2
compliancechange,2
pressurechange,16
synchronychange,1
arterial,99
inspired,49
fiochange,4
pao,43
ratiochange,19
hydrogen,3
ion,1
phchange,2
bicarbonate,6
hcochange,2
red,21
countchange,30
white,63
differentialchange,3
levelschange,43
hematocritchange,1
volumechange,2
hemoglobinchange,10
platelet,48
distribution,51
widthchange,1
levelchange,51
transaminase,25
calcium,7
chloride,5
potassium,11
leveldate,1
reintubated,1
timelength,1
staythe,2
staydisposition,3
ratechange,25
dosage,38
conditionmortalitythe,1
information,66
degree,31
signal,11
wrong,1
tearsconcordance,1
nasopharingeal,1
professionalsseverity,1
infectionseverity,3
covd,2
investigate,12
nanotechnology,1
tagging,1
nbt,2
detecting,12
symptomsto,3
unique,6
expired,1
voc,9
mlto,1
differentiate,3
womenasymptomatic,1
hispanic,1
womenfollow,1
womencovid,1
newbornssevere,1
attitude,18
ramadan,1
gmi,16
antibodyincidence,1
reactionseventsincidence,2
diagnosiseffectiveness,1
treatmentseffectiveness,3
heparin,11
obstructive,6
restrictive,1
also,4
diffusion,19
interstitial,15
fibrosismeasurement,1
cardiac,106
ejection,16
pressureassessment,1
controlslongevity,1
responsesarscov,2
responseincidence,2
numbers,15
inhibitors,7
blockers,5
arb,2
antihypertensive,2
agentsnumbers,1
pneumoni,1
specification,1
agentsnumber,2
anthropometric,6
associate,1
contacts,36
studysurveillance,10
periodpercent,2
sarscovspecific,31
periodcumulative,3
asthma,13
atopic,6
periodchanges,3
periodsymptoms,1
topical,5
steroids,13
inhaled,15
periodanalysis,1
prior,66
possible,25
diseaseincidencesafety,1
measuresimpact,1
masks,5
clinic,15
ventilationlength,12
stayneutralizing,1
covidsafety,3
eventsdeath,1
site,28
reactionssolicited,1
eventsunsolicited,2
eventsserious,7
diseaevaccine,1
groupseroconversion,1
newborns,8
mothers,8
migration,1
inhibitory,1
mmif,1
distressassociation,1
anaesthetic,1
practice,25
smearclinical,1
indicators,11
every,8
thereafteranalytical,1
parametersmobilitymicrobiome,1
feces,3
deathlength,4
staycomplications,3
mri,39
gadoliniumextracellular,1
ecvmanganese,1
mrictcacardiac,1
biomarkerselectrocardiogram,1
ratioclinical,1
minuteclinical,1
minutechanges,1
temperaturegeneral,1
leukocytesgeneral,1
lymphocytesgeneral,1
plateletsgeneral,1
fibrinogengeneral,1
pocalcitoningeneral,1
ferritingeneral,2
ddimerchanges,6
proteincahnges,1
tnfachanges,1
ilchanges,12
vegfradiological,1
changesimmunological,1
cellimmunological,1
dendritic,2
cellsimmunological,1
timmunological,2
celladverse,1
eventsrna,1
cbc,17
ctcae,60
veffect,1
biochemistry,15
vlack,1
v,79
abnormalitydemographic,1
variables,40
establishment,2
describe,69
centres,5
patientsestablishment,1
patientsdosage,1
sarscovevaluate,1
igmevaluate,1
long,14
populationsevaluate,1
reinfections,1
iggevaluate,2
polymorphisms,4
fcgamma,1
lowaffinity,1
fciia,1
fciiia,1
responseevaluate,1
invisible,1
visible,2
prolonged,6
fatal,19
groupevaluate,1
recurrence,8
evocative,1
followupevaluate,1
therapeutic,32
practiceevaluate,1
resources,7
organizational,2
changesevaluate,2
allocated,1
resourcesevaluate,1
infectionsevaluate,1
populationevaluate,1
state,78
timeevaluate,3
posttraumatic,50
developmentsevaluate,1
frequencyevaluate,1
concerned,1
morbidityevaluate,1
booster,38
vaccinationoccurrence,8
vaccinationchanges,1
before,133
srbd,10
vaccinationcellular,3
survivalchanges,2
proteinhospital,2
stayoxygenation,3
paofioimprovement,3
liaos,2
self,24
reportpercentage,2
increased,30
behavior,41
toward,7
reactionseventsbinding,1
elisaneutralizing,1
prnat,1
cytometryvaccine,1
breakthroughadverse,1
eventsbinding,1
antin,6
elisaantin,1
antim,1
cytometryth,1
cytometry,6
mrna,16
vaccinescellular,1
ratesfrequency,1
eventsfrequency,15
interestcellmediated,1
responsefrequency,2
sarscovgeometric,2
covidserum,3
oh,2
netosis,3
mortalitynetosis,1
dcovid,1
severitynetosis,1
inflammationnetosis,1
design,1
pacqol,2
onecompletion,1
cordial,2
made,9
thromboembolism,32
detected,15
imagingin,1
eventssequential,1
proteininterleukinddimerhstroponin,1
levelsacute,2
syndromehospital,3
stayright,1
functionnumber,1
embolism,23
mortalityacute,2
infarctionstroke,1
clearancedecrease,1
abnormalitiesclinical,1
covidprotection,2
severityand,1
deathprotection,1
infectionsafety,1
dayssafety,5
yearimmunogenicity,1
seropositivity,18
daysimmunogenicity,3
infectioninitial,1
infectionclinical,7
worseningevolution,1
covidnasopharyngeal,1
covidtiters,3
know,3
incidencesarscov,1
pneumoniacritical,1
sarscovoxygen,2
vaccinationgmt,16
live,17
vaccinationincidence,11
eventssae,1
completing,8
last,84
vaccinationproportion,3
vaccinationfold,2
ultrasounddifference,1
xraydiagnosis,1
alternative,9
xrayability,1
surveillance,11
trajectory,2
covidconsistency,1
resultregistered,1
admissions,25
outpatients,22
suicidal,10
psychopharmacological,1
changed,41
journal,2
diagnosing,2
testfree,1
signs,142
practiceschanges,2
awarenesschanges,1
covidchanges,8
normschanges,1
selfregulationchanges,1
depressionsexual,1
healthfood,1
water,17
insecurity,7
concentrationsseroprevalence,1
concentrationsincidence,1
eventsharveybradshaw,1
hbisimple,1
colitis,5
scai,1
infectioncovid,1
descriptionadverse,1
stages,4
recoveryevaluation,1
pathways,13
contribute,2
pathogenesis,4
covidinfluence,1
confinement,28
causepercentage,1
required,33
orotracheal,11
intubationassisted,1
ventilationstay,2
unitmeasure,1
lipoperoxidation,1
basal,6
posttherapy,1
samplesevaluation,2
antioxidant,4
capacityoxidative,1
stresseffect,1
temperature,60
start,58
therapydays,5
icudays,9
hospitalizationchanges,1
patientsdynamics,1
profileincidence,2
storm,11
administering,3
inhibitorsdynamics,1
proteinday,1
lt,2
recipientsclinical,2
recipientssurvival,1
supportobserved,1
immunosuppression,2
network,13
uptakenetwork,1
studynumber,11
weeksnumber,6
testednumber,1
contactstest,1
participantproportion,1
firsttime,6
takers,1
crosssectional,2
descriptive,9
doctors,6
stresses,1
knowledge,39
mild,81
covidparticipants,5
serostatusparticipants,1
ventilationparticipants,2
multiple,55
gmeusparticipants,1
saesparticipants,1
maaes,42
vaccinationparticipants,1
aesisparticipants,1
aesparticipants,1
aes,189
aessolicited,3
aesunsolicited,5
aesspecific,1
responseneutralizing,1
responsecellular,2
ilcellular,1
reasonfor,1
take,4
ones,3
own,4
extubationstay,1
icutime,13
disconnect,1
cpap,15
supporttime,4
elimination,29
rtpcrtime,4
determining,5
ratessafety,1
documenting,1
adequacy,2
patientintervention,1
covididentification,2
poorer,2
linked,7
congenital,7
franceidentify,1
careto,1
stratify,1
procedureassessment,1
extra,5
permeability,10
transpulmonary,10
thermodilution,2
critically,14
ill,15
ventilationdescription,1
trans,1
motor,10
stage,99
careimmunomonitoring,1
patientscharacterization,1
proteomics,2
proteindiagnosis,1
dysfunctions,5
lupus,2
erythematosus,1
termacral,1
cutaneous,2
thrombotic,37
vasculopathy,3
search,2
acquired,13
thrombophilia,4
interferonalpha,2
signatureevaluation,1
combining,2
surgical,28
interventional,8
procedures,14
riskfactors,2
infectionprevalence,3
coviddurability,1
ibuprofen,1
managementexposure,1
implicated,1
pharmacists,1
facing,1
ofantibody,1
daysnumber,55
eventschanging,3
titerchanging,3
antigenspecific,18
serologyrisk,1
sarscovthe,5
temporal,4
virological,49
clearancesaohospitalization,1
stayintensive,4
carecovid,3
scoreinhospital,1
schanging,1
levelchanging,1
titerincidence,2
subjectsestimation,1
nprotein,2
statusolfactory,1
gustatory,2
lossability,1
odorability,2
salty,1
tasteability,1
sweet,1
tasteseverity,1
ultrasoundbiological,1
modulating,6
failurepathology,1
thromboembolic,30
nutritional,23
resting,19
energy,11
expenditureree,1
indirect,8
calorimetry,4
qnrg,2
devicemetabolic,1
patientschanges,5
exchange,13
rer,1
devicecardiac,1
output,15
patientsmuscle,1
imat,1
content,12
psoas,1
lthmuscle,1
glycogen,1
metabolicmuscle,1
derived,13
musclespecific,1
legintercostalhead,1
musclesbody,1
multifrequency,2
bioimpedance,2
spectroscopyphase,1
rateincidence,7
eventsvirusneutralizing,1
sarscovantibody,2
glycoproteinpercentage,1
infectionigg,1
infectionindividual,1
factorshospital,1
ward,6
ac,12
lipid,13
iithe,13
iiichange,5
iiphysical,1
iii,13
toxicitiesphase,1
iisafety,1
measuresacute,1
graft,7
host,12
covidpresence,1
reactivity,7
epitopes,3
testcompare,1
capillary,17
samplesa,1
posteriori,1
symptomatologyanalysis,1
intention,8
item,94
aggregated,1
intendersmean,1
ipqrmean,1
perceived,101
necessity,2
bmqmean,1
bmq,1
warwickedinburgh,9
mental,87
wellbeing,51
wemwbs,2
tennant,1
et,35
al,31
selfrated,14
bombak,1
resilience,30
brs,1
smith,1
intolerance,4
uncertainty,6
ius,1
carleton,1
affect,30
subscale,33
scalex,1
panasx,1
watson,2
clark,3
ucla,26
loneliness,38
russell,2
multidimensional,9
mspss,3
zimet,1
subjective,40
complaint,1
shc,2
eriksen,1
ihlebk,1
ursin,1
sleep,127
lseq,1
parrott,1
hindmarch,1
napping,1
stone,1
work,56
wsas,5
mundt,1
ipaqsf,1
craig,1
covidfree,2
placeboincidence,4
detectionincidence,4
symptomsincidence,10
medicine,11
discontinuationordinal,2
endincidence,3
deathincidence,11
medicationrelated,3
preoperative,7
programincidence,1
postoperative,17
testpostoperative,1
complicationsmortalitydelay,1
chemokinesviral,1
loadimmunophenotype,1
myeloid,2
cellsrbdsarscov,1
antibodiesanalysis,1
responsehematopoietic,1
stem,8
progenitor,1
populations,13
bloodquestionnaire,1
pathological,12
characteristicssofa,1
secuential,1
scorefibrinogencreactive,1
technique,6
spectral,3
rtqpcrevaluate,1
limit,11
crude,4
patientsmechanical,1
assistance,10
mvahospital,1
stayinflammatory,2
ilinflammatory,1
crpinflammatory,1
procalcitonininflammatory,1
ferritinthrombotic,1
pttthrombotic,1
ptthrombotic,1
dimerthrombotic,1
fibrinogenspofio,1
ratiochanges,6
loadmodified,1
msofawho,1
scaleanti,1
antibodiesadverse,1
detectionviral,1
peritoneal,6
cavity,6
fluidviral,1
open,5
casesviral,1
team,18
understanding,4
covidneutralizing,1
gmfrshuman,1
angiotensinconverting,7
enzyme,24
hace,1
gmtshace,1
gmts,37
later,11
pointsserum,1
gmfrs,16
pointshace,2
pointsneutralizing,3
